Word,Sub_Type,Type2,Type3
steh(t|en) (.* )?landsm(a|ä)nn(e|ern)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?leuten (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?lohnarbeiter(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?m(a|ä)nn(e|ern)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?malocher(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?masse(n)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?mehrheit (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?menschen (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?mitbürger(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?österreicher(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?schweizer(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?sterblichen (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?steuerpflichtigen (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?steuerzahler(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?stimmbürger(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?urnengänger(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?verbraucher(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?vielen (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?volk(e)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?wahlberechtigten (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?wähler(n|innen|in)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?wählerschaft (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?wahlvolk(e)? (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steh(t|en) (.* )?werktätigen (.* )?bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
sterblichen (.* )?aufbürde(t|n),den menschen aufzwingen,conflictive,anti-elitism
sterblichen (.* )?auferleg(t|en),den menschen aufzwingen,conflictive,anti-elitism
sterblichen (.* )?aufhals(t|en),den menschen aufzwingen,conflictive,anti-elitism
sterblichen (.* )?aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism
sterblichen (.* )?(auf)?oktroyier(t|en),den menschen aufzwingen,conflictive,anti-elitism
sterblichen (.* )?aufzwing(t|en),den menschen aufzwingen,conflictive,anti-elitism
sterblichen (.* )?bis (hier|da)(hin)? steh(t|en),menschen reicht es,advocative,people-centrism
sterblichen (.* )?diktier(t|en),den menschen aufzwingen,conflictive,anti-elitism
sterblichen häng(t|en) (.* )?zum hals(e)? (her|hin)aus,menschen reicht es,advocative,people-centrism
sterblichen (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm),menschen reicht es,advocative,people-centrism
sterblichen (langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism
sterbliche(n|r)?,volksbezug,advocative,people-centrism
sterbliche(n|r)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism
sterbliche(n|r)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
sterbliche(n|r)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism
sterbliche(n|r)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),menschen wehren sich,advocative,people-centrism
sterbliche(n|r)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
sterbliche(n|r)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können),menschen reicht es,advocative,people-centrism
sterbliche(n|r)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt),menschen wehren sich,advocative,people-centrism
sterbliche(n|r)? setz(t|en) sich (.* )?zur wehr,menschen wehren sich,advocative,people-centrism
sterbliche(n|r)? sich (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism
sterbliche(n|r)? (.* )?versteh(t|en),common sense,advocative,people-centrism
sterbliche(n|r)? (von|auf) der stra(ß|ss)e,normale menschen,advocative,people-centrism
sterbliche(n|r)? von nebenan,normale menschen,advocative,people-centrism
sterbliche(n|r)? (wehr|widersetz|verteidig)(t|en) sich,menschen wehren sich,advocative,people-centrism
sterbliche(n|r)? (.* )?wei(ß|ss),common sense,advocative,people-centrism
sterbliche(n|r)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty
sterbliche(n|r)? (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen),menschen reicht es,advocative,people-centrism
sterbliche(n|r)? (.* )?wissen,common sense,advocative,people-centrism
sterbliche(n|r)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty
sterbliche(n|r)? (.* )?zur wehr setz(t|en),menschen wehren sich,advocative,people-centrism
sterblichen steh(t|en) (.*) bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
sterblichen (wille|wunsch|wünsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty
sterblichen (.* )?zu (bunt|blöd|dumm) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
sterblichen (.* )?zum hals(e)? (her|hin)aus häng(t|en),menschen reicht es,advocative,people-centrism
sterbliche(n)? (.* )?zwangsbeglück(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen (.* )?aufbürde(t|n),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen (.* )?auferleg(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen (.* )?aufhals(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen (.* )?aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen (.* )?(auf)?oktroyier(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen (.* )?aufzwing(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen (.* )?bis (hier|da)(hin)? steh(t|en),menschen reicht es,advocative,people-centrism
steuerpflichtigen (.* )?diktier(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerpflichtigen häng(t|en) (.* )?zum hals(e)? (her|hin)aus,menschen reicht es,advocative,people-centrism
steuerpflichtigen (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm),menschen reicht es,advocative,people-centrism
steuerpflichtigen (langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism
steuerpflichtige(n|r)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
steuerpflichtige(n|r)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism
steuerpflichtige(n|r)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),menschen wehren sich,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können),menschen reicht es,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt),menschen wehren sich,advocative,people-centrism
steuerpflichtige(n|r)? setz(t|en) sich (.* )?zur wehr,menschen wehren sich,advocative,people-centrism
steuerpflichtige(n|r)? sich (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?versteh(t|en),common sense,advocative,people-centrism
steuerpflichtige(n|r)? (von|auf) der stra(ß|ss)e,normale menschen,advocative,people-centrism
steuerpflichtige(n|r)? von nebenan,normale menschen,advocative,people-centrism
steuerpflichtige(n|r)? (wehr|widersetz|verteidig)(t|en) sich,menschen wehren sich,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?wei(ß|ss),common sense,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty
steuerpflichtige(n|r)? (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen),menschen reicht es,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?wissen,common sense,advocative,people-centrism
steuerpflichtige(n|r)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen),volkswille,advocative,sovereignty
steuerpflichtige(n|r)? (.* )?zur wehr setz(t|en),menschen wehren sich,advocative,people-centrism
steuerpflichtigen steh(t|en) (.*) bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steuerpflichtigen (wille|wunsch|wünsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty
steuerpflichtigen (.* )?zu (bunt|blöd|dumm) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
steuerpflichtigen (.* )?zum hals(e)? (her|hin)aus häng(t|en),menschen reicht es,advocative,people-centrism
steuerpflichtige(n)? (.* )?zwangsbeglück(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahlend(e|er|en) allgemeinheit,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) arbeiterschaft,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) angestellte(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) arbeiter(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) arbeitnehmer(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) (be|ein)wohner(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) berufstätige(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) beschäftigte(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) büezer(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) deutsche(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) eidgen(o|ö)ss(e|en|in|innen),arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) erwerbstätige(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) hackler(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) konsument(en|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) lohnarbeiter(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) malocher(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) mitbürger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) österreicher(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) schweizer(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) sterbliche(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) steuerpflichtige(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) steuerzahler(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) stimmbürger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) urnengänger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) verbraucher(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) wahlberechtigte(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) wähler(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en|em) werktätige(n|r)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) frau(en)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) (frauen und männer(n)?|männer(n?) und frauen),arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) landsfrau(en)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) landsleute(n)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) leute(n)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) masse(n)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) mehrheit,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|en) wählerschaft,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|er|es|en|em) mensch(en)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|es|en|em) volk(s|es|e)?,arbeitende menschen,advocative,people-centrism
steuerzahlend(e|es|en|em) wahlvolk(s|es|e)?,arbeitende menschen,advocative,people-centrism
steuerzahlenden vielen,arbeitende menschen,advocative,people-centrism
steuerzahlend(.*) leute(.*),zzz_none,advocative,people-centrism
steuerzahlend(.*) masse(.*),zzz_none,advocative,people-centrism
steuerzahlend(.*) menschen,zzz_none,advocative,people-centrism
steuerzahler(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism
steuerzahler(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
steuerzahler(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism
steuerzahler(innen|in)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),menschen wehren sich,advocative,people-centrism
steuerzahler(innen|in)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
steuerzahler(innen|in)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können),menschen reicht es,advocative,people-centrism
steuerzahler(innen|in)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt),menschen wehren sich,advocative,people-centrism
steuerzahler(innen|in)? setz(t|en) sich (.* )?zur wehr,menschen wehren sich,advocative,people-centrism
steuerzahler(innen|in)? sich (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism
steuerzahler(innen|in)? (.* )?versteh(t|en),common sense,advocative,people-centrism
steuerzahler(innen|in)? (wehr|widersetz|verteidig)(t|en) sich,menschen wehren sich,advocative,people-centrism
steuerzahler(innen|in)? (.* )?(wei(ß|ss)|wissen),common sense,advocative,people-centrism
steuerzahler(innen|in)? (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen),menschen reicht es,advocative,people-centrism
steuerzahler(innen|in)? (.* )?zur wehr setz(t|en),menschen wehren sich,advocative,people-centrism
steuerzahler(innen|in)? (.* )?zwangsbeglück(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? (.* )?aufbürde(t|n),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? (.* )?auferleg(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? (.* )?aufhals(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? (.* )?aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? (.* )?(auf)?oktroyier(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? (.* )?aufzwing(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? (.* )?bis (hier|da)(hin)? steh(t|en),menschen reicht es,advocative,people-centrism
steuerzahler(n|innen|in)? (.* )?diktier(t|en),den menschen aufzwingen,conflictive,anti-elitism
steuerzahler(n|innen|in)? häng(t|en) (.* )?zum hals(e)? (her|hin)aus,menschen reicht es,advocative,people-centrism
steuerzahler(n|innen|in)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm),menschen reicht es,advocative,people-centrism
steuerzahler(n|innen|in)? (langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism
steuerzahler(n|innen|in)? steh(t|en) (.*) bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
steuerzahler(n|innen|in)? (.* )?zu (bunt|blöd|dumm) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
steuerzahler(n|innen|in)? (.* )?zum hals(e)? (her|hin)aus häng(t|en),menschen reicht es,advocative,people-centrism
steuerzahler(s|innen|in)? (wille|wunsch|wünsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty
steuerzahler(s|n|innen|in)? (von|auf) der stra(ß|ss)e,normale menschen,advocative,people-centrism
steuerzahler(s|n|innen|in)? von nebenan,normale menschen,advocative,people-centrism
still(e|er|en) allgemeinheit,schweigende mehrheit,advocative,people-centrism
still(e|er|en) arbeiterschaft,schweigende mehrheit,advocative,people-centrism
still(e|er|en) bevölkerung,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) angestellte(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) arbeiter(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) arbeitnehmer(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) (be|ein)wohner(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) berufstätige(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) beschäftigte(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) büezer(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) bürger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) deutsche(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) eidgen(o|ö)ss(e|en|in|innen),schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) erwerbstätige(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) hackler(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) konsument(en|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) lohnarbeiter(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) malocher(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) mitbürger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) österreicher(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) schweizer(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) sterbliche(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) steuerpflichtige(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) steuerzahler(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) stimmbürger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) urnengänger(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) verbraucher(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) wahlberechtigte(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) wähler(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en|em) werktätige(n|r)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en) frau(en)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en) (frauen und männer(n)?|männer(n?) und frauen),schweigende mehrheit,advocative,people-centrism
still(e|er|en) landsfrau(en)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en) landsleute(n)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en) leute(n)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en) masse(n)?,schweigende mehrheit,advocative,people-centrism
still(e|er|en) mehrheit,schweigende mehrheit,advocative,people-centrism
still(e|er|en) wählerschaft,schweigende mehrheit,advocative,people-centrism
still(e|er|es|en|em) landsm(a|ä)nn(er|s|es|e|ern)?,schweigende mehrheit,advocative,people-centrism
still(e|er|es|en|em) m(a|ä)nn(er|s|es|e|ern)?,schweigende mehrheit,advocative,people-centrism
still(e|er|es|en|em) mensch(en)?,schweigende mehrheit,advocative,people-centrism
still(e|es|en|em) volk(s|es|e)?,schweigende mehrheit,advocative,people-centrism
still(e|es|en|em) wahlvolk(s|es|e)?,schweigende mehrheit,advocative,people-centrism
stillen vielen,schweigende mehrheit,advocative,people-centrism
stimmbürger(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism
stimmbürger(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism
stimmbürger(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende),menschen reicht es,advocative,people-centrism
stimmbürger(innen|in)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten),menschen wehren sich,advocative,people-centrism
stimmbürger(innen|in)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
stimmbürger(innen|in)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können),menschen reicht es,advocative,people-centrism
stimmbürger(innen|in)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt),menschen wehren sich,advocative,people-centrism
stimmbürger(innen|in)? setz(t|en) sich (.* )?zur wehr,menschen wehren sich,advocative,people-centrism
stimmbürger(innen|in)? sich (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism
stimmbürger(innen|in)? (.* )?versteh(t|en),common sense,advocative,people-centrism
stimmbürger(innen|in)? (wehr|widersetz|verteidig)(t|en) sich,menschen wehren sich,advocative,people-centrism
stimmbürger(innen|in)? (.* )?wei(ß|ss),common sense,advocative,people-centrism
stimmbürger(innen|in)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht),volkswille,advocative,sovereignty
stimmbürger(innen|in)? (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen),menschen reicht es,advocative,people-centrism
stimmbürger(innen|in)? (.* )?wissen,common sense,advocative,people-centrism
stimmbürger(innen|in)? (.* )?zur wehr setz(t|en),menschen wehren sich,advocative,people-centrism
stimmbürger(innen|in)? (.* )?zwangsbeglück(t|en),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? (.* )?aufbürde(t|n),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? (.* )?auferleg(t|en),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? (.* )?aufhals(t|en),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? (.* )?aufnötig(t|en),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? (.* )?(auf)?oktroyier(t|en),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? (.* )?aufzwing(t|en),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? (.* )?bis (hier|da)(hin)? steh(t|en),menschen reicht es,advocative,people-centrism
stimmbürger(n|innen|in)? (.* )?diktier(t|en),den menschen aufzwingen,conflictive,anti-elitism
stimmbürger(n|innen|in)? häng(t|en) (.* )?zum hals(e)? (her|hin)aus,menschen reicht es,advocative,people-centrism
stimmbürger(n|innen|in)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm),menschen reicht es,advocative,people-centrism
stimmbürger(n|innen|in)? (langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism
stimmbürger(n|innen|in)? steh(t|en) (.*) bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism
stimmbürger(n|innen|in)? (.* )?zu (bunt|blöd|dumm) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism
stimmbürger(n|innen|in)? (.* )?zum hals(e)? (her|hin)aus häng(t|en),menschen reicht es,advocative,people-centrism
stimmbürger(s|innen|in)? (wille|wunsch|wünsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty
stimmbürger(s|n|innen|in)? (von|auf) der stra(ß|ss)e,normale menschen,advocative,people-centrism
stimmbürger(s|n|innen|in)? von nebenan,normale menschen,advocative,people-centrism
stimmen missbrauch(.*),zzz_none,conflictive,anti-elitism
stimmenmissbrauch,zzz_none,conflictive,anti-elitism
stumm(e|er|en) allgemeinheit,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) arbeiterschaft,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en) bevölkerung,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) angestellte(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) arbeiter(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) arbeitnehmer(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) (be|ein)wohner(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) berufstätige(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) beschäftigte(n|r)?,schweigende mehrheit,advocative,people-centrism
stumm(e|er|en|em) büezer(s|n|innen|in)?,schweigende mehrheit,advocative,people-centrism
